Index,TimeElapsed,NumPeaks,ExpPrecursorMz,NumLibrarySpectra
100,30.366867903000013,141,500.0,1139
200,38.072578461999996,158,600.0,1415
300,34.162956326,152,700.0,1167
400,25.98307889099999,344,800.0,879
500,19.779744799000014,461,900.0,631
600,15.126536568999995,222,1000.0,414
700,29.403958847000013,1002,500.0,1139
800,49.55247276399996,907,600.0,1415
900,45.82742305400001,1302,700.0,1167
1000,31.00637350400001,686,800.0,879
1100,22.120447033999994,238,900.0,631
1200,14.027364919999968,119,1000.0,414
1300,32.06928183800005,1204,500.0,1139
1400,59.15466992200004,1080,600.0,1415
1500,38.61567706799997,864,700.0,1167
1600,36.25584190899997,636,800.0,879
1700,19.61333254500005,415,900.0,631
1800,13.33480775199996,90,1000.0,414
1900,29.81122316999995,1587,500.0,1139
2000,43.217528100000095,1493,600.0,1415
2100,42.60155419799992,865,700.0,1167
2200,30.469539542000007,770,800.0,879
2300,19.504087958000014,214,900.0,631
2400,13.995697368000037,37,1000.0,414
2500,29.893612308,963,500.0,1139
2600,42.62259513799995,1328,600.0,1415
2700,36.062142462,489,700.0,1167
2800,26.519434176000004,329,800.0,879
2900,18.271216055999957,59,900.0,631
3000,12.277111506999972,40,1000.0,414
3100,25.267400077000048,745,500.0,1139
3200,41.473687730000165,762,600.0,1415
3300,42.61713173399994,178,700.0,1167
3400,36.529678015999934,162,800.0,879
3500,23.04094460400006,57,900.0,631
3600,19.030079041999898,33,1000.0,414
3700,25.86876098000016,271,500.0,1139
3800,40.31949773999986,284,600.0,1415
3900,41.24142228799997,243,700.0,1167
4000,26.59214426000017,113,800.0,879
4100,18.548726317999808,51,900.0,631
4200,12.783582174000003,36,1000.0,414
4300,25.932194165000055,700,500.0,1139
4400,39.49400645500009,1673,600.0,1415
4500,41.31751449800004,925,700.0,1167
4600,25.621537781999905,142,800.0,879
4700,17.021364072000097,47,900.0,631
4800,15.320457633999922,41,1000.0,414
4900,29.15877632999991,1450,500.0,1139
5000,48.38037725900017,1645,600.0,1415
5100,46.89791435500001,798,700.0,1167
5200,34.70418020399984,275,800.0,879
5300,21.51808169800006,61,900.0,631
5400,13.776211785999976,45,1000.0,414
5500,30.594221772000083,1301,500.0,1139
5600,45.529850718000034,927,600.0,1415
5700,39.872078213999885,706,700.0,1167
5800,28.59961098200006,311,800.0,879
5900,17.29100044400002,67,900.0,631
6000,12.095404872000017,38,1000.0,414
6100,30.74957149199986,219,500.0,1139
6200,37.06888540800014,72,600.0,1415
6300,34.99499689199979,60,700.0,1167
6400,41.60357368199993,46,800.0,879
6500,21.54030657000021,50,900.0,631
6600,12.154133510000065,39,1000.0,414
6700,26.125966971999787,43,500.0,1139
6800,34.85344179599997,42,600.0,1415
6900,30.575604485999975,44,700.0,1167
7000,22.790151892000267,38,800.0,879
7100,18.175625112000034,38,900.0,631
7200,15.482528567999907,43,1000.0,414
