Index,TimeElapsed,NumPeaks,ExpPrecursorMz,NumLibrarySpectra
100,26.693668680000002,141,500.0,1139
200,34.867317033000006,158,600.0,1415
300,34.23431239999999,152,700.0,1167
400,25.472475814999996,344,800.0,879
500,19.65684542500003,461,900.0,631
600,13.304675121999992,222,1000.0,414
700,25.26649824499998,1002,500.0,1139
800,40.13604641300003,907,600.0,1415
900,36.60746770200001,1302,700.0,1167
1000,27.65169522299999,686,800.0,879
1100,18.72846088199998,238,900.0,631
1200,17.824580510000033,119,1000.0,414
1300,33.08555364800003,1204,500.0,1139
1400,61.907201216999965,1080,600.0,1415
1500,41.56824771999993,864,700.0,1167
1600,30.05816372000004,636,800.0,879
1700,18.368235182000035,415,900.0,631
1800,12.06509848099995,90,1000.0,414
1900,26.35128101500004,1587,500.0,1139
2000,39.548421459999986,1493,600.0,1415
2100,36.18273692499997,865,700.0,1167
2200,26.42866329000003,770,800.0,879
2300,17.954453700000045,214,900.0,631
2400,11.748140109999895,37,1000.0,414
2500,26.260066960000017,963,500.0,1139
2600,38.04426507700009,1328,600.0,1415
2700,33.4330840529999,489,700.0,1167
2800,44.58271481200006,329,800.0,879
2900,22.559186641999986,59,900.0,631
3000,15.791303005999907,40,1000.0,414
3100,26.40124332000005,745,500.0,1139
3200,47.99024962700014,762,600.0,1415
3300,40.51291613999979,178,700.0,1167
3400,29.55329710000001,162,800.0,879
3500,17.445207439000114,57,900.0,631
3600,13.924069506000023,33,1000.0,414
3700,19.942995993000068,271,500.0,1139
3800,30.21455921500001,284,600.0,1415
3900,29.78944972699992,243,700.0,1167
4000,22.976004697999997,113,800.0,879
4100,16.14465247499993,51,900.0,631
4200,11.345807164999997,36,1000.0,414
4300,22.420351005000157,700,500.0,1139
4400,35.712680726999906,1673,600.0,1415
4500,35.316672917999995,925,700.0,1167
4600,24.0080356200001,142,800.0,879
4700,16.452955922,47,900.0,631
4800,11.31843051299984,41,1000.0,414
4900,25.73726521200001,1450,500.0,1139
5000,39.73873578400003,1645,600.0,1415
5100,35.761505439000075,798,700.0,1167
5200,24.519252842000014,275,800.0,879
5300,16.466497279999885,61,900.0,631
5400,11.383057163000103,45,1000.0,414
5500,25.663818499999934,1301,500.0,1139
5600,37.07405862499991,927,600.0,1415
5700,33.53487344200016,706,700.0,1167
5800,24.229428438000014,311,800.0,879
5900,16.466177414999947,67,900.0,631
6000,11.31662684999992,38,1000.0,414
6100,20.065764037000008,219,500.0,1139
6200,29.613962538000123,72,600.0,1415
6300,31.736876380000012,60,700.0,1167
6400,22.312757996999835,46,800.0,879
6500,16.224741155000174,50,900.0,631
6600,11.404299667999794,39,1000.0,414
6700,18.523770737000177,43,500.0,1139
6800,29.424927074999914,42,600.0,1415
6900,28.351349522999953,44,700.0,1167
7000,22.256886797000107,38,800.0,879
7100,16.115139108999983,38,900.0,631
7200,11.433900398999867,43,1000.0,414
