Index,TimeElapsed,NumPeaks,ExpPrecursorMz,NumLibrarySpectra
1,3.3633907840000177,98,401.0,476
2,0.1443824579999955,115,402.0,469
3,0.12714293400000543,112,403.0,486
4,0.17449880699999198,141,404.0,540
5,0.1767814650000048,129,405.0,592
6,0.17904823999998598,122,406.0,561
7,0.18170695399999204,148,407.0,521
8,0.1691020519999995,165,408.0,537
9,0.17420873400001824,151,409.0,555
10,0.18081587999998305,125,410.0,592
11,0.18050158600001964,113,411.0,570
12,0.15932659999998577,107,412.0,557
13,0.1776356240000041,124,413.0,596
14,0.14665856799999233,128,414.0,612
15,0.1642072710000093,111,415.0,640
16,0.18144278899998767,101,416.0,639
17,0.15040174800000727,98,417.0,601
18,0.14184509400001843,98,418.0,587
19,0.14049700999999004,94,419.0,640
20,0.14733002200000556,106,420.0,658
21,0.15513345799999456,125,421.0,658
22,0.15273275999999214,161,422.0,685
23,0.1685872520000089,155,423.0,686
24,0.16040201300000945,150,424.0,696
25,0.2010051049999788,150,425.0,710
26,0.1675677329999985,131,426.0,711
27,0.16168324700001335,113,427.0,665
28,0.1560455579999882,130,428.0,663
29,0.15611174800000072,122,429.0,746
30,0.17155577299999436,156,430.0,769
31,0.18127284999999915,145,431.0,721
32,0.16562992300001156,148,432.0,753
33,0.17750426800000696,108,433.0,777
34,0.17975841000000514,104,434.0,750
35,0.17574920399999883,127,435.0,770
36,0.176392710999977,115,436.0,855
37,0.2017433290000099,102,437.0,862
38,0.19715260600000306,133,438.0,828
39,0.19140551399999595,150,439.0,827
40,0.19532101600000829,126,440.0,783
41,0.18537423999998737,129,441.0,771
42,0.18020591500001615,99,442.0,813
43,0.18202114700000038,102,443.0,858
44,0.19694785699999784,118,444.0,891
45,0.20106883700000822,141,445.0,880
46,0.2038412859999994,134,446.0,818
47,0.1859094339999956,151,447.0,875
48,0.2055944640000007,170,448.0,919
49,0.2047932440000011,145,449.0,869
50,0.20187070299999732,131,450.0,853
51,0.18931628299998238,105,451.0,914
52,0.21201163000000633,102,452.0,961
53,0.23583036400000879,106,453.0,934
54,0.209982172999986,100,454.0,900
55,0.20115696100000946,118,455.0,873
56,0.23427588000001265,104,456.0,868
57,0.2030056299999785,111,457.0,934
58,0.21288986800001908,105,458.0,970
59,0.25056871099999967,121,459.0,917
60,0.2604758489999881,115,460.0,894
61,0.21809724999999958,123,461.0,954
62,0.22090572400000497,124,462.0,983
63,0.22198119800000882,128,463.0,999
64,0.22714059599999814,111,464.0,1062
65,0.2396534959999883,123,465.0,1086
66,0.28638391900000215,105,466.0,1045
67,0.23627966800000877,104,467.0,1016
68,0.22770793699999103,105,468.0,1018
69,0.22715339999999173,125,469.0,954
70,0.21595842800002174,140,470.0,928
71,0.2162355139999761,132,471.0,963
72,0.2280923419999965,132,472.0,993
73,0.22543261700002404,141,473.0,1043
74,0.29389613300000406,130,474.0,1055
75,0.24444355199997858,108,475.0,1038
76,0.23961338899999873,131,476.0,1051
77,0.2321962649999989,125,477.0,1069
78,0.2582865580000089,135,478.0,1105
79,0.2552224080000087,125,479.0,1135
80,0.2614035519999902,125,480.0,1169
81,0.2702278099999944,128,481.0,1137
82,0.307342239999997,120,482.0,1081
83,0.24537670400002298,140,483.0,1105
84,0.24789830799997503,159,484.0,1041
85,0.23811674800001015,138,485.0,1033
86,0.2339097459999948,129,486.0,1133
87,0.26155749599999467,156,487.0,1150
88,0.27386025200001995,162,488.0,1123
89,0.25610707900000307,141,489.0,1083
90,0.2697366329999795,137,490.0,1100
91,0.2586349180000127,134,491.0,1170
92,0.2765352710000002,113,492.0,1180
93,0.2652424329999974,126,493.0,1182
94,0.26233219599998847,131,494.0,1193
95,0.2785606700000187,143,495.0,1189
96,0.2744155019999823,103,496.0,1175
97,0.31744965600000796,132,497.0,1137
98,0.29917372599999226,132,498.0,1064
99,0.27148221800001693,128,499.0,1011
100,0.2502069909999989,141,500.0,1139
101,0.3127323850000039,121,501.0,1278
102,0.3729394599999978,151,502.0,1184
103,0.39304701399998976,161,503.0,1142
104,0.3328149630000041,207,504.0,1172
105,0.30635028699998657,192,505.0,1184
106,0.3591075140000157,149,506.0,1235
107,0.2919023139999979,124,507.0,1254
108,0.31536449399999356,101,508.0,1249
109,0.3088438979999921,99,509.0,1281
110,0.31197671000001037,116,510.0,1333
111,0.347694649999994,106,511.0,1335
112,0.35365606400000615,107,512.0,1293
113,0.34275281200001473,105,513.0,1240
114,0.37065192000000025,110,514.0,1296
115,0.3275857399999893,100,515.0,1316
116,0.3977336410000021,140,516.0,1249
117,0.28897502399999553,118,517.0,1239
118,0.30047703299999284,129,518.0,1237
119,0.2925104880000049,146,519.0,1252
120,0.28519380400001637,162,520.0,1218
121,0.27850073399997655,156,521.0,1250
122,0.28174488199999814,154,522.0,1326
123,0.29659348000001273,124,523.0,1347
124,0.30392235900001197,115,524.0,1352
125,0.3033929730000011,71,525.0,1316
126,0.29204995799997846,99,526.0,1274
127,0.28581903200000625,96,527.0,1219
128,0.2781521180000084,139,528.0,1184
129,0.2635283839999829,146,529.0,1248
130,0.2933630429999994,152,530.0,1328
131,0.30367764000001785,138,531.0,1355
132,0.3130861070000037,118,532.0,1368
133,0.31383874699997705,97,533.0,1312
134,0.2954948310000134,116,534.0,1280
135,0.3102281079999898,143,535.0,1314
136,0.2985249160000194,140,536.0,1389
137,0.3256587559999957,149,537.0,1484
138,0.5525383460000057,119,538.0,1462
139,0.3638976619999994,98,539.0,1375
140,0.3361672179999857,122,540.0,1337
141,0.3282151980000094,118,541.0,1341
