Index,TimeElapsed,NumPeaks,ExpPrecursorMz,NumLibrarySpectra
1,3.23583679799998,98,401.0,476
2,0.43095311200002584,115,402.0,469
3,0.43462823799998773,112,403.0,486
4,0.51919340500001,141,404.0,540
5,0.5958436859999949,129,405.0,592
6,0.5990606640000067,122,406.0,561
7,0.5645299949999867,148,407.0,521
8,0.6582612040000129,165,408.0,537
9,0.8795235929999876,151,409.0,555
10,0.7191681200000062,125,410.0,592
11,0.5975223810000045,113,411.0,570
12,0.6300891489999856,107,412.0,557
13,0.4772050090000164,124,413.0,596
14,0.5470252869999968,128,414.0,612
15,0.6186722749999944,111,415.0,640
16,0.5522465859999954,101,416.0,639
17,0.5343508150000105,98,417.0,601
18,0.4631968789999803,98,418.0,587
19,0.43990699300002234,94,419.0,640
20,0.49543779799998333,106,420.0,658
21,0.5447641579999924,125,421.0,658
22,0.6304108850000034,161,422.0,685
23,0.8807732310000063,155,423.0,686
24,0.9439327929999877,150,424.0,696
25,0.8237004990000116,150,425.0,710
26,0.861669548000009,131,426.0,711
27,0.8074467669999876,113,427.0,665
28,0.6722709050000049,130,428.0,663
29,0.6806287080000004,122,429.0,746
30,0.766598724000005,156,430.0,769
31,0.9252491160000034,145,431.0,721
32,0.865954658999982,148,432.0,753
33,0.901026499000011,108,433.0,777
34,0.7316381359999866,104,434.0,750
35,1.1885730520000095,127,435.0,770
36,0.8335062760000085,115,436.0,855
37,0.8329107889999818,102,437.0,862
38,0.8030496890000052,133,438.0,828
39,0.8644893919999959,150,439.0,827
40,0.9732684490000167,126,440.0,783
41,0.8114112529999886,129,441.0,771
42,0.8605462240000179,99,442.0,813
43,0.762252846999985,102,443.0,858
44,0.7292510350000043,118,444.0,891
45,0.8178058089999922,141,445.0,880
46,0.961992285000008,134,446.0,818
47,0.8852770279999902,151,447.0,875
48,1.1237602920000143,170,448.0,919
49,1.2581258339999977,145,449.0,869
50,1.0363108409999882,131,450.0,853
51,0.9010026109999956,105,451.0,914
52,0.8865472120000106,102,452.0,961
53,0.832728827000011,106,453.0,934
54,0.836499869999983,100,454.0,900
55,0.7801986400000089,118,455.0,873
56,0.7754894400000012,104,456.0,868
57,0.7359239330000094,111,457.0,934
58,0.8530930989999774,105,458.0,970
59,0.8565047970000137,121,459.0,917
60,0.9361487339999996,115,460.0,894
61,0.8737320719999957,123,461.0,954
62,0.9679472699999963,124,462.0,983
63,1.0071894229999998,128,463.0,999
64,1.0380095200000028,111,464.0,1062
65,1.0159414270000013,123,465.0,1086
66,1.0978101370000104,105,466.0,1045
67,0.8835256269999832,104,467.0,1016
68,0.8938193430000183,105,468.0,1018
69,1.0913084709999907,125,469.0,954
70,1.0083701130000122,140,470.0,928
71,1.0593880969999816,132,471.0,963
72,1.014995013999993,132,472.0,993
73,1.0745768830000202,141,473.0,1043
74,1.2162847200000044,130,474.0,1055
75,1.1087395619999825,108,475.0,1038
76,0.9625724400000024,131,476.0,1051
77,1.1556563299999993,125,477.0,1069
78,1.1066902610000113,135,478.0,1105
79,1.4161007360000042,125,479.0,1135
80,1.1977327549999757,125,480.0,1169
81,1.2326875880000046,128,481.0,1137
82,1.2757290360000013,120,482.0,1081
83,1.1056554479999932,140,483.0,1105
84,1.1786596760000236,159,484.0,1041
85,1.2517561720000003,138,485.0,1033
86,1.1991564269999913,129,486.0,1133
87,1.2590882499999907,156,487.0,1150
88,1.3897437319999995,162,488.0,1123
89,1.3848630300000195,141,489.0,1083
90,1.2196531829999913,137,490.0,1100
91,1.1866987649999885,134,491.0,1170
92,1.2457026229999997,113,492.0,1180
93,1.1534237730000143,126,493.0,1182
94,1.170786862,131,494.0,1193
95,1.2133886819999873,143,495.0,1189
96,1.3796657020000112,103,496.0,1175
97,1.0184803639999984,132,497.0,1137
98,1.228422074000008,132,498.0,1064
99,1.190075362999977,128,499.0,1011
100,1.0623478440000156,141,500.0,1139
101,1.267923139000004,121,501.0,1278
102,1.553422721000004,151,502.0,1184
103,3.347818449999977,161,503.0,1142
104,3.4800040700000068,207,504.0,1172
105,2.351094006000011,192,505.0,1184
106,2.020321039999999,149,506.0,1235
107,1.5055871440000033,124,507.0,1254
108,1.2149740319999864,101,508.0,1249
109,1.1446437630000048,99,509.0,1281
110,1.0481511430000126,116,510.0,1333
111,1.2553124369999864,106,511.0,1335
112,1.1335867989999997,107,512.0,1293
113,1.1467716140000164,105,513.0,1240
114,1.1497674329999938,110,514.0,1296
115,1.3514854400000047,100,515.0,1316
116,1.1139917250000053,140,516.0,1249
117,1.382055261000005,118,517.0,1239
118,1.475419474999967,129,518.0,1237
119,1.549143134000019,146,519.0,1252
120,3.045154901999979,162,520.0,1218
121,5.4864704970000275,156,521.0,1250
122,2.017435349999971,154,522.0,1326
123,1.7682539049999946,124,523.0,1347
124,1.5387679240000125,115,524.0,1352
125,1.4238857650000227,71,525.0,1316
126,0.9835803379999675,99,526.0,1274
127,1.2132699059999936,96,527.0,1219
128,1.0387795960000403,139,528.0,1184
129,1.5442070229999558,146,529.0,1248
130,1.5352795700000001,152,530.0,1328
131,1.8895601950000014,138,531.0,1355
132,1.536909048000041,118,532.0,1368
133,1.4126544149999631,97,533.0,1312
134,1.2061751620000223,116,534.0,1280
135,1.303711084999975,143,535.0,1314
136,1.5400971660000096,140,536.0,1389
137,1.555262047000042,149,537.0,1484
138,1.7662762839999573,119,538.0,1462
139,1.4176703699999962,98,539.0,1375
140,1.1553726980000079,122,540.0,1337
141,1.3851056409999956,118,541.0,1341
142,1.3259664920000205,105,542.0,1396
